organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
eu travel tech ,70614728635-77,2021-03-01,6,0,6,384,Article 1 – paragraph 1,article,IMCO,0.858991,"The amendment adds to the original scope clause a list of additional objectives: contributing to the protection of fundamental rights and democratic integrity, fostering innovation, increasing consumer choice, and ensuring higher consumer protection standards.",NOISE,"While eu travel tech mentions ""increasing consumer choice"" in passing as a benefit of digital platforms, their substantive advocacy focuses on specific definitional and obligation-related improvements (gatekeeper definition, multi-homing, self-preferencing, etc.) — not on expanding or modifying the regulation's stated objectives in Article 1. Their general support for the DMA and incidental mention of consumer choice does not constitute a specific directional stance on adding fundamental rights, democratic integrity, innovation, or consumer protection standards to the regulation's purpose clause. An organisation with the opposite view on this amendment could produce equally matching text.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,383,Article premier – paragraph 1,article,IMCO,0.857511,"The amendment adds an explicit reference to the internal market's proper functioning, consumer protection, and the benefit of European undertakings including SMEs as the purpose of the Regulation, whereas the original text simply stated it lays down harmonised rules for contestable and fair markets.",NOISE,"While eu travel tech broadly supports the DMA and references the internal market and consumer benefits, their specific advocacy positions focus on gatekeeper definition criteria, designation procedures, and the tailoring of obligations — not on whether the Regulation's purpose clause should explicitly reference European undertakings, SMEs, or consumer protection. Their text contains no directional stance on this particular amendment's change, making it general background support rather than a specific advocacy position on this provision.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,386,Article 1 – paragraph 1,article,IMCO,0.851588,"The amendment adds ""for both business users and end users"" to the regulation's objective clause, explicitly naming both groups as beneficiaries of contestable and fair markets.",NOISE,"The organisation's matched text focuses on the definition of gatekeepers and the concept of ""user dependency"" and multi-homing, not on whether the regulation's objective clause should explicitly name business users and end users as beneficiaries. While the org does reference both business users and end users in the context of gatekeeper criteria, it does not advocate for the specific directional change the amendment makes — inserting ""for both business users and end users"" into the regulation's purpose statement. The org's position is not specific enough to this amendment's direction to constitute alignment or opposition.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,385,Article 1 – paragraph 1,article,IMCO,0.850161,"The amendment adds ""sustainable"" to the markets descriptor and replaces the general reference to gatekeepers with a more specific characterisation of gatekeepers as those that ""prevent with their monopolistic ecosystems a level playing field,"" narrowing and reframing the original scope language.",NOISE,"While eu travel tech broadly supports the DMA and expresses concerns about gatekeeper practices, their specific advocacy positions focus on the definition of gatekeepers (user dependency, multi-homing, active end users), the designation procedure, and the tailoring of obligations — not on the wording of the regulation's subject-matter clause. Their text contains no directional stance on adding ""sustainable"" to the market descriptor or on reframing the gatekeeper reference in Article 1(1), so the organisation's position cannot be meaningfully mapped onto this amendment's direction.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,180,Recital 20,recital,IMCO,0.886957,"The amendment adds to recital 20 a requirement that active end users and business users be defined to adequately represent the role and reach of each specific core platform service, and that per-service definitional elements be set out in an annex subject to Commission delegated acts for updates.",ALIGNED,"EU Travel Tech explicitly argued that the notion of ""active end user"" is inadequately defined and subject to many interpretations, and that the concept should relate to each platform's ability to monetise use, which varies by business model. The amendment directly responds to this by requiring that active end users and business users be defined in a way that adequately represents the role and reach of each specific core platform service, with per-service definitions set out in an annex — precisely the kind of tailored, service-specific definitional clarity the organisation advocated for.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,507,Article 3 – paragraph 2 – point b – introductory part,article,IMCO,0.85681,"The amendment adds a sentence requiring that monthly active end users and yearly active business users be measured using indicators set out in the Annex to the Regulation, supplementing the existing numerical thresholds.",ALIGNED,"EU Travel Tech explicitly argued that the notion of ""active end user"" is subject to many interpretations and that the concept should be adequately defined in relation to different business models, warning that basing gatekeeper designation on raw visitor numbers without accounting for actual monetisation or transacting behaviour would undermine the regulation's objectives. The amendment directly responds to this concern by anchoring the measurement of active end users and business users to specific indicators set out in the Annex, introducing definitional precision and a structured measurement framework rather than leaving the concept open to broad interpretation.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,832,Article 6 – paragraph 1 – point k c (new),article,IMCO,0.853955,The amendment inserts a new obligation requiring gatekeepers to refrain from limiting end users' ability to directly access business users' or other end-users' services or websites outside the gatekeeper's ecosystem from the gatekeeper platform service.,ALIGNED,"EU Travel Tech specifically advocates against lock-in effects and emphasises that platforms should not prevent users from circumventing the gateway by transacting outside the platform — arguing that the ability to multi-home and access services outside the ecosystem is central to the gatekeeper concept. The amendment directly operationalises this concern by prohibiting gatekeepers from restricting end users' ability to access external services, which is precisely the anti-lock-in direction the organisation advocates for.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,553,Article 3 – paragraph 6 – subparagraph 1 – point b,article,IMCO,0.852361,"The amendment adds ""and the availability of alternative ways for business users to reach end-users"" as an additional factor to consider alongside the number of business users and end users when assessing gatekeeper designation.",ALIGNED,"EU Travel Tech explicitly advocates that ""user dependency"" and the lack of multi-homing (i.e., the absence of alternative ways to reach end-users) should be a core element of gatekeeper designation, arguing that if business users retain wide possibilities to circumvent the gateway, the platform should not be considered a gatekeeper. The amendment directly responds to this by adding the availability of alternative ways for business users to reach end-users as a criterion in the designation assessment, which is precisely the directional change the organisation advocated for.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,508,Article 3 – paragraph 2 – point b – introductory part,article,IMCO,0.852348,"The amendment changes the threshold geography from ""Union"" to ""EEA"" and aggregates the 45 million monthly end users across all core platform services (removing ""active"" qualifier), while keeping the 10,000 business users threshold but clarifying it applies per year.",UNDETECTABLE,"EU Travel Tech specifically advocates for a more precise and meaningful definition of ""active end users"" — arguing the 45 million threshold is too low and that the concept of ""active end user"" should relate to a platform's ability to monetise use rather than mere visits. The amendment touches the same threshold provision but makes different changes: it expands the geographic scope to the EEA, aggregates users across all core platform services, and removes the word ""active"" from ""end users."" The removal of ""active"" could be seen as moving against the org's position (which wanted a more meaningful, monetisation-linked definition of active users), but the aggregation across all core platform services could make designation easier — which may or may not align with the org's intent to narrow gatekeeper scope. The directional relationship between the amendment's specific changes and the org's advocacy is genuinely ambiguous.",1,False
eu travel tech ,70614728635-77,2021-03-01,6,0,6,592,Chapter III – title,title,IMCO,0.846531,"The amendment replaces the introductory operative clause of gatekeeper obligations with a section heading titled ""Contestability of markets and limits to certain unfair practices of gatekeepers,"" restructuring the presentation of the obligations section.",NOISE,"The amendment is a structural/editorial change — inserting a section heading — rather than a substantive policy change. The organisation's position focuses on the efficiency of the gatekeeper designation procedure and the tailoring of obligations to specific business models, neither of which is addressed by this purely organisational amendment. There is no directional advocacy position that this heading change could satisfy or contradict.",1,False
